PA,SZ,AG,Pop,Time
Bukit Batok,Brickworks,85_to_89,70,2020
Bukit Batok,Brickworks,90_and_over,20,2020
Bukit Batok,Bukit Batok Central,0_to_4,1320,2020
Bukit Batok,Bukit Batok Central,10_to_14,1350,2020
Bukit Batok,Bukit Batok Central,15_to_19,1490,2020
Bukit Batok,Bukit Batok Central,20_to_24,1550,2020
Bukit Batok,Bukit Batok Central,25_to_29,1920,2020
Bukit Batok,Bukit Batok Central,30_to_34,2450,2020
Bukit Batok,Bukit Batok Central,35_to_39,1950,2020
Bukit Batok,Bukit Batok Central,40_to_44,1860,2020
Bukit Batok,Bukit Batok Central,45_to_49,1940,2020
Bukit Batok,Bukit Batok Central,50_to_54,1970,2020
Bukit Batok,Bukit Batok Central,55_to_59,2000,2020
Bukit Batok,Bukit Batok Central,5_to_9,1240,2020
Bukit Batok,Bukit Batok Central,60_to_64,2100,2020
Bukit Batok,Bukit Batok Central,65_to_69,1760,2020
Bukit Batok,Bukit Batok Central,70_to_74,1150,2020
Bukit Batok,Bukit Batok Central,75_to_79,580,2020
Bukit Batok,Bukit Batok Central,80_to_84,400,2020
Bukit Batok,Bukit Batok Central,85_to_89,200,2020
Bukit Batok,Bukit Batok Central,90_and_over,120,2020
Bukit Batok,Bukit Batok East,0_to_4,350,2020
Bukit Batok,Bukit Batok East,10_to_14,540,2020
Bukit Batok,Bukit Batok East,15_to_19,600,2020
Bukit Batok,Bukit Batok East,20_to_24,810,2020
Bukit Batok,Bukit Batok East,25_to_29,970,2020
Bukit Batok,Bukit Batok East,30_to_34,880,2020
Bukit Batok,Bukit Batok East,35_to_39,820,2020
Bukit Batok,Bukit Batok East,40_to_44,800,2020
Bukit Batok,Bukit Batok East,45_to_49,960,2020
Bukit Batok,Bukit Batok East,50_to_54,930,2020
Bukit Batok,Bukit Batok East,55_to_59,1170,2020
Bukit Batok,Bukit Batok East,5_to_9,350,2020
Bukit Batok,Bukit Batok East,60_to_64,1230,2020
Bukit Batok,Bukit Batok East,65_to_69,1060,2020
Bukit Batok,Bukit Batok East,70_to_74,660,2020
Bukit Batok,Bukit Batok East,75_to_79,280,2020
Bukit Batok,Bukit Batok East,80_to_84,200,2020
Bukit Batok,Bukit Batok East,85_to_89,110,2020
Bukit Batok,Bukit Batok East,90_and_over,70,2020
Bukit Batok,Bukit Batok South,0_to_4,690,2020
Bukit Batok,Bukit Batok South,10_to_14,750,2020
Bukit Batok,Bukit Batok South,15_to_19,860,2020
Bukit Batok,Bukit Batok South,20_to_24,1110,2020
Bukit Batok,Bukit Batok South,25_to_29,1190,2020
Bukit Batok,Bukit Batok South,30_to_34,1250,2020
Bukit Batok,Bukit Batok South,35_to_39,1120,2020
Bukit Batok,Bukit Batok South,40_to_44,920,2020
Bukit Batok,Bukit Batok South,45_to_49,1000,2020
Bukit Batok,Bukit Batok South,50_to_54,1200,2020
Bukit Batok,Bukit Batok South,55_to_59,1290,2020
Bukit Batok,Bukit Batok South,5_to_9,720,2020
Bukit Batok,Bukit Batok South,60_to_64,1170,2020
Bukit Batok,Bukit Batok South,65_to_69,820,2020
Bukit Batok,Bukit Batok South,70_to_74,430,2020
Bukit Batok,Bukit Batok South,75_to_79,180,2020
Bukit Batok,Bukit Batok South,80_to_84,140,2020
Bukit Batok,Bukit Batok South,85_to_89,60,2020
Bukit Batok,Bukit Batok South,90_and_over,30,2020
Bukit Batok,Bukit Batok West,0_to_4,660,2020
Bukit Batok,Bukit Batok West,10_to_14,700,2020
Bukit Batok,Bukit Batok West,15_to_19,800,2020
Bukit Batok,Bukit Batok West,20_to_24,950,2020
Bukit Batok,Bukit Batok West,25_to_29,1000,2020
Bukit Batok,Bukit Batok West,30_to_34,1180,2020
Bukit Batok,Bukit Batok West,35_to_39,1090,2020
Bukit Batok,Bukit Batok West,40_to_44,1010,2020
Bukit Batok,Bukit Batok West,45_to_49,1040,2020
Bukit Batok,Bukit Batok West,50_to_54,1100,2020
Bukit Batok,Bukit Batok West,55_to_59,1180,2020
Bukit Batok,Bukit Batok West,5_to_9,640,2020
Bukit Batok,Bukit Batok West,60_to_64,1210,2020
Bukit Batok,Bukit Batok West,65_to_69,1080,2020
Bukit Batok,Bukit Batok West,70_to_74,630,2020
Bukit Batok,Bukit Batok West,75_to_79,310,2020
Bukit Batok,Bukit Batok West,80_to_84,190,2020
Bukit Batok,Bukit Batok West,85_to_89,140,2020
Bukit Batok,Bukit Batok West,90_and_over,70,2020
Bukit Batok,Gombak,0_to_4,350,2020
Bukit Batok,Gombak,10_to_14,600,2020
Bukit Batok,Gombak,15_to_19,590,2020
Bukit Batok,Gombak,20_to_24,610,2020
Bukit Batok,Gombak,25_to_29,710,2020
Bukit Batok,Gombak,30_to_34,630,2020
Bukit Batok,Gombak,35_to_39,740,2020
Bukit Batok,Gombak,40_to_44,830,2020
Bukit Batok,Gombak,45_to_49,810,2020
Bukit Batok,Gombak,50_to_54,760,2020
Bukit Batok,Gombak,55_to_59,710,2020
Bukit Batok,Gombak,5_to_9,500,2020
Bukit Batok,Gombak,60_to_64,620,2020
Bukit Batok,Gombak,65_to_69,550,2020
Bukit Batok,Gombak,70_to_74,400,2020
Bukit Batok,Gombak,75_to_79,230,2020
Bukit Batok,Gombak,80_to_84,170,2020
Bukit Batok,Gombak,85_to_89,120,2020
Bukit Batok,Gombak,90_and_over,50,2020
Bukit Batok,Guilin,0_to_4,440,2020
Bukit Batok,Guilin,10_to_14,650,2020
Bukit Batok,Guilin,15_to_19,740,2020
Bukit Batok,Guilin,20_to_24,820,2020
Bukit Batok,Guilin,25_to_29,880,2020
Bukit Batok,Guilin,30_to_34,860,2020
Bukit Batok,Guilin,35_to_39,950,2020
Bukit Batok,Guilin,40_to_44,940,2020
Bukit Batok,Guilin,45_to_49,1100,2020
Bukit Batok,Guilin,50_to_54,1130,2020
Bukit Batok,Guilin,55_to_59,1130,2020
Bukit Batok,Guilin,5_to_9,580,2020
Bukit Batok,Guilin,60_to_64,950,2020
Bukit Batok,Guilin,65_to_69,740,2020
Bukit Batok,Guilin,70_to_74,480,2020
Bukit Batok,Guilin,75_to_79,280,2020
Bukit Batok,Guilin,80_to_84,200,2020
Bukit Batok,Guilin,85_to_89,120,2020
Bukit Batok,Guilin,90_and_over,70,2020
Bukit Batok,Hillview,0_to_4,550,2020
Bukit Batok,Hillview,10_to_14,1040,2020
Bukit Batok,Hillview,15_to_19,1350,2020
Bukit Batok,Hillview,20_to_24,1590,2020
Bukit Batok,Hillview,25_to_29,1490,2020
Bukit Batok,Hillview,30_to_34,1060,2020
Bukit Batok,Hillview,35_to_39,1000,2020
Bukit Batok,Hillview,40_to_44,1190,2020
Bukit Batok,Hillview,45_to_49,1650,2020
Bukit Batok,Hillview,50_to_54,1840,2020
Bukit Batok,Hillview,55_to_59,1860,2020
Bukit Batok,Hillview,5_to_9,720,2020
Bukit Batok,Hillview,60_to_64,1400,2020
Bukit Batok,Hillview,65_to_69,1090,2020
Bukit Batok,Hillview,70_to_74,680,2020
Bukit Batok,Hillview,75_to_79,370,2020
Bukit Batok,Hillview,80_to_84,220,2020
Bukit Batok,Hillview,85_to_89,130,2020
Bukit Batok,Hillview,90_and_over,80,2020
Bukit Batok,Hong Kah North,0_to_4,870,2020
Bukit Batok,Hong Kah North,10_to_14,1230,2020
Bukit Batok,Hong Kah North,15_to_19,1420,2020
Bukit Batok,Hong Kah North,20_to_24,1670,2020
Bukit Batok,Hong Kah North,25_to_29,2110,2020
Bukit Batok,Hong Kah North,30_to_34,1810,2020
Bukit Batok,Hong Kah North,35_to_39,1660,2020
Bukit Batok,Hong Kah North,40_to_44,1630,2020
Bukit Batok,Hong Kah North,45_to_49,1920,2020
Bukit Batok,Hong Kah North,50_to_54,2050,2020
Bukit Batok,Hong Kah North,55_to_59,2380,2020
Bukit Batok,Hong Kah North,5_to_9,950,2020
Bukit Batok,Hong Kah North,60_to_64,2470,2020
Bukit Batok,Hong Kah North,65_to_69,1820,2020
Bukit Batok,Hong Kah North,70_to_74,1100,2020
Bukit Batok,Hong Kah North,75_to_79,540,2020
Bukit Batok,Hong Kah North,80_to_84,340,2020
Bukit Batok,Hong Kah North,85_to_89,180,2020
Bukit Batok,Hong Kah North,90_and_over,70,2020
Bukit Merah,Alexandra Hill,0_to_4,370,2020
Bukit Merah,Alexandra Hill,10_to_14,570,2020
Bukit Merah,Alexandra Hill,15_to_19,640,2020
Bukit Merah,Alexandra Hill,20_to_24,800,2020
Bukit Merah,Alexandra Hill,25_to_29,870,2020
Bukit Merah,Alexandra Hill,30_to_34,850,2020
Bukit Merah,Alexandra Hill,35_to_39,730,2020
Bukit Merah,Alexandra Hill,40_to_44,740,2020
Bukit Merah,Alexandra Hill,45_to_49,970,2020
Bukit Merah,Alexandra Hill,50_to_54,960,2020
Bukit Merah,Alexandra Hill,55_to_59,1090,2020
Bukit Merah,Alexandra Hill,5_to_9,420,2020
Bukit Merah,Alexandra Hill,60_to_64,1130,2020
Bukit Merah,Alexandra Hill,65_to_69,1070,2020
Bukit Merah,Alexandra Hill,70_to_74,950,2020
Bukit Merah,Alexandra Hill,75_to_79,540,2020
Bukit Merah,Alexandra Hill,80_to_84,420,2020
Bukit Merah,Alexandra Hill,85_to_89,280,2020
Bukit Merah,Alexandra Hill,90_and_over,160,2020
Bukit Merah,Alexandra North,0_to_4,170,2020
Bukit Merah,Alexandra North,10_to_14,160,2020
Bukit Merah,Alexandra North,15_to_19,100,2020
Bukit Merah,Alexandra North,20_to_24,90,2020
Bukit Merah,Alexandra North,25_to_29,130,2020
Bukit Merah,Alexandra North,30_to_34,240,2020
Bukit Merah,Alexandra North,35_to_39,330,2020
Bukit Merah,Alexandra North,40_to_44,330,2020
Bukit Merah,Alexandra North,45_to_49,300,2020
Bukit Merah,Alexandra North,50_to_54,180,2020
Bukit Merah,Alexandra North,55_to_59,130,2020
Bukit Merah,Alexandra North,5_to_9,200,2020
Bukit Merah,Alexandra North,60_to_64,100,2020
Bukit Merah,Alexandra North,65_to_69,60,2020
Bukit Merah,Alexandra North,70_to_74,40,2020
Bukit Merah,Alexandra North,75_to_79,30,2020
Bukit Merah,Alexandra North,80_to_84,20,2020
Bukit Merah,Alexandra North,85_to_89,10,2020
Bukit Merah,Alexandra North,90_and_over,0,2020
Bukit Merah,Bukit Ho Swee,0_to_4,480,2020
Bukit Merah,Bukit Ho Swee,10_to_14,580,2020
Bukit Merah,Bukit Ho Swee,15_to_19,500,2020
Bukit Merah,Bukit Ho Swee,20_to_24,610,2020
Bukit Merah,Bukit Ho Swee,25_to_29,820,2020
Bukit Merah,Bukit Ho Swee,30_to_34,930,2020
Bukit Merah,Bukit Ho Swee,35_to_39,980,2020
Bukit Merah,Bukit Ho Swee,40_to_44,950,2020
Bukit Merah,Bukit Ho Swee,45_to_49,1040,2020
Bukit Merah,Bukit Ho Swee,50_to_54,960,2020
Bukit Merah,Bukit Ho Swee,55_to_59,1120,2020
Bukit Merah,Bukit Ho Swee,5_to_9,580,2020
Bukit Merah,Bukit Ho Swee,60_to_64,1280,2020
Bukit Merah,Bukit Ho Swee,65_to_69,1110,2020
Bukit Merah,Bukit Ho Swee,70_to_74,940,2020
Bukit Merah,Bukit Ho Swee,75_to_79,620,2020
Bukit Merah,Bukit Ho Swee,80_to_84,490,2020
Bukit Merah,Bukit Ho Swee,85_to_89,270,2020
Bukit Merah,Bukit Ho Swee,90_and_over,180,2020
Bukit Merah,Bukit Merah,0_to_4,20,2020
Bukit Merah,Bukit Merah,10_to_14,50,2020
Bukit Merah,Bukit Merah,15_to_19,70,2020
Bukit Merah,Bukit Merah,20_to_24,70,2020
Bukit Merah,Bukit Merah,25_to_29,60,2020
Bukit Merah,Bukit Merah,30_to_34,60,2020
Bukit Merah,Bukit Merah,35_to_39,60,2020
Bukit Merah,Bukit Merah,40_to_44,80,2020
Bukit Merah,Bukit Merah,45_to_49,70,2020
Bukit Merah,Bukit Merah,50_to_54,90,2020
Bukit Merah,Bukit Merah,55_to_59,100,2020
Bukit Merah,Bukit Merah,5_to_9,40,2020
Bukit Merah,Bukit Merah,60_to_64,60,2020
Bukit Merah,Bukit Merah,65_to_69,80,2020
Bukit Merah,Bukit Merah,70_to_74,90,2020
Bukit Merah,Bukit Merah,75_to_79,50,2020
Bukit Merah,Bukit Merah,80_to_84,30,2020
Bukit Merah,Bukit Merah,85_to_89,10,2020
Bukit Merah,Bukit Merah,90_and_over,10,2020
Bukit Merah,City Terminals,0_to_4,0,2020
Bukit Merah,City Terminals,10_to_14,0,2020
Bukit Merah,City Terminals,15_to_19,0,2020
Bukit Merah,City Terminals,20_to_24,0,2020
Bukit Merah,City Terminals,25_to_29,0,2020
Bukit Merah,City Terminals,30_to_34,0,2020
Bukit Merah,City Terminals,35_to_39,0,2020
Bukit Merah,City Terminals,40_to_44,0,2020
Bukit Merah,City Terminals,45_to_49,0,2020
Bukit Merah,City Terminals,50_to_54,0,2020
Bukit Merah,City Terminals,55_to_59,0,2020
Bukit Merah,City Terminals,5_to_9,0,2020
Bukit Merah,City Terminals,60_to_64,0,2020
Bukit Merah,City Terminals,65_to_69,0,2020
Bukit Merah,City Terminals,70_to_74,0,2020
Bukit Merah,City Terminals,75_to_79,0,2020
Bukit Merah,City Terminals,80_to_84,0,2020
Bukit Merah,City Terminals,85_to_89,0,2020
Bukit Merah,City Terminals,90_and_over,0,2020
Bukit Merah,Depot Road,0_to_4,360,2020
Bukit Merah,Depot Road,10_to_14,380,2020
Bukit Merah,Depot Road,15_to_19,270,2020
Bukit Merah,Depot Road,20_to_24,280,2020
Bukit Merah,Depot Road,25_to_29,300,2020
Bukit Merah,Depot Road,30_to_34,460,2020
Bukit Merah,Depot Road,35_to_39,580,2020
Bukit Merah,Depot Road,40_to_44,670,2020
Bukit Merah,Depot Road,45_to_49,620,2020
Bukit Merah,Depot Road,50_to_54,460,2020
Bukit Merah,Depot Road,55_to_59,380,2020
Bukit Merah,Depot Road,5_to_9,410,2020
Bukit Merah,Depot Road,60_to_64,360,2020
Bukit Merah,Depot Road,65_to_69,340,2020
Bukit Merah,Depot Road,70_to_74,320,2020
Bukit Merah,Depot Road,75_to_79,190,2020
Bukit Merah,Depot Road,80_to_84,130,2020
Bukit Merah,Depot Road,85_to_89,50,2020
Bukit Merah,Depot Road,90_and_over,20,2020
Bukit Merah,Everton Park,0_to_4,220,2020
Bukit Merah,Everton Park,10_to_14,310,2020
Bukit Merah,Everton Park,15_to_19,300,2020
Bukit Merah,Everton Park,20_to_24,350,2020
Bukit Merah,Everton Park,25_to_29,470,2020
Bukit Merah,Everton Park,30_to_34,530,2020
Bukit Merah,Everton Park,35_to_39,550,2020
Bukit Merah,Everton Park,40_to_44,600,2020
Bukit Merah,Everton Park,45_to_49,700,2020
Bukit Merah,Everton Park,50_to_54,590,2020
Bukit Merah,Everton Park,55_to_59,530,2020
Bukit Merah,Everton Park,5_to_9,300,2020
Bukit Merah,Everton Park,60_to_64,590,2020
Bukit Merah,Everton Park,65_to_69,610,2020
Bukit Merah,Everton Park,70_to_74,500,2020
Bukit Merah,Everton Park,75_to_79,300,2020
Bukit Merah,Everton Park,80_to_84,240,2020
Bukit Merah,Everton Park,85_to_89,110,2020
Bukit Merah,Everton Park,90_and_over,90,2020
Bukit Merah,Henderson Hill,0_to_4,450,2020
Bukit Merah,Henderson Hill,10_to_14,500,2020
Bukit Merah,Henderson Hill,15_to_19,530,2020
Bukit Merah,Henderson Hill,20_to_24,670,2020
Bukit Merah,Henderson Hill,25_to_29,860,2020
Bukit Merah,Henderson Hill,30_to_34,930,2020
Bukit Merah,Henderson Hill,35_to_39,790,2020
Bukit Merah,Henderson Hill,40_to_44,790,2020
Bukit Merah,Henderson Hill,45_to_49,880,2020
Bukit Merah,Henderson Hill,50_to_54,1000,2020
Bukit Merah,Henderson Hill,55_to_59,1050,2020
Bukit Merah,Henderson Hill,5_to_9,450,2020
Bukit Merah,Henderson Hill,60_to_64,1150,2020
Bukit Merah,Henderson Hill,65_to_69,970,2020
Bukit Merah,Henderson Hill,70_to_74,890,2020
Bukit Merah,Henderson Hill,75_to_79,540,2020
Bukit Merah,Henderson Hill,80_to_84,490,2020
Bukit Merah,Henderson Hill,85_to_89,280,2020
Bukit Merah,Henderson Hill,90_and_over,150,2020
Bukit Merah,Kampong Tiong Bahru,0_to_4,220,2020
Bukit Merah,Kampong Tiong Bahru,10_to_14,350,2020
Bukit Merah,Kampong Tiong Bahru,15_to_19,330,2020
Bukit Merah,Kampong Tiong Bahru,20_to_24,420,2020
Bukit Merah,Kampong Tiong Bahru,25_to_29,530,2020
Bukit Merah,Kampong Tiong Bahru,30_to_34,500,2020
Bukit Merah,Kampong Tiong Bahru,35_to_39,490,2020
Bukit Merah,Kampong Tiong Bahru,40_to_44,540,2020
Bukit Merah,Kampong Tiong Bahru,45_to_49,640,2020
Bukit Merah,Kampong Tiong Bahru,50_to_54,700,2020
Bukit Merah,Kampong Tiong Bahru,55_to_59,730,2020
Bukit Merah,Kampong Tiong Bahru,5_to_9,250,2020
Bukit Merah,Kampong Tiong Bahru,60_to_64,780,2020
Bukit Merah,Kampong Tiong Bahru,65_to_69,790,2020
Bukit Merah,Kampong Tiong Bahru,70_to_74,700,2020
Bukit Merah,Kampong Tiong Bahru,75_to_79,450,2020
Bukit Merah,Kampong Tiong Bahru,80_to_84,350,2020
Bukit Merah,Kampong Tiong Bahru,85_to_89,170,2020
Bukit Merah,Kampong Tiong Bahru,90_and_over,110,2020
Bukit Merah,Maritime Square,0_to_4,200,2020
Bukit Merah,Maritime Square,10_to_14,190,2020
Bukit Merah,Maritime Square,15_to_19,170,2020
Bukit Merah,Maritime Square,20_to_24,110,2020
Bukit Merah,Maritime Square,25_to_29,130,2020
Bukit Merah,Maritime Square,30_to_34,170,2020
Bukit Merah,Maritime Square,35_to_39,350,2020
Bukit Merah,Maritime Square,40_to_44,420,2020
Bukit Merah,Maritime Square,45_to_49,390,2020
Bukit Merah,Maritime Square,50_to_54,310,2020
Bukit Merah,Maritime Square,55_to_59,240,2020
Bukit Merah,Maritime Square,5_to_9,230,2020
Bukit Merah,Maritime Square,60_to_64,180,2020
Bukit Merah,Maritime Square,65_to_69,140,2020
Bukit Merah,Maritime Square,70_to_74,120,2020
Bukit Merah,Maritime Square,75_to_79,70,2020
Bukit Merah,Maritime Square,80_to_84,70,2020
Bukit Merah,Maritime Square,85_to_89,50,2020
Bukit Merah,Maritime Square,90_and_over,30,2020
Bukit Merah,Redhill,0_to_4,480,2020
Bukit Merah,Redhill,10_to_14,660,2020
Bukit Merah,Redhill,15_to_19,520,2020
Bukit Merah,Redhill,20_to_24,460,2020
Bukit Merah,Redhill,25_to_29,650,2020
Bukit Merah,Redhill,30_to_34,640,2020
Bukit Merah,Redhill,35_to_39,750,2020
Bukit Merah,Redhill,40_to_44,1090,2020
Bukit Merah,Redhill,45_to_49,910,2020
Bukit Merah,Redhill,50_to_54,780,2020
Bukit Merah,Redhill,55_to_59,720,2020
Bukit Merah,Redhill,5_to_9,640,2020
Bukit Merah,Redhill,60_to_64,620,2020
Bukit Merah,Redhill,65_to_69,500,2020
Bukit Merah,Redhill,70_to_74,440,2020
Bukit Merah,Redhill,75_to_79,280,2020
Bukit Merah,Redhill,80_to_84,250,2020
Bukit Merah,Redhill,85_to_89,130,2020
Bukit Merah,Redhill,90_and_over,140,2020
Bukit Merah,Singapore General Hospital,0_to_4,0,2020
Bukit Merah,Singapore General Hospital,10_to_14,0,2020
Bukit Merah,Singapore General Hospital,15_to_19,0,2020
Bukit Merah,Singapore General Hospital,20_to_24,0,2020
Bukit Merah,Singapore General Hospital,25_to_29,0,2020
Bukit Merah,Singapore General Hospital,30_to_34,0,2020
Bukit Merah,Singapore General Hospital,35_to_39,0,2020
Bukit Merah,Singapore General Hospital,40_to_44,0,2020
Bukit Merah,Singapore General Hospital,45_to_49,0,2020
Bukit Merah,Singapore General Hospital,50_to_54,0,2020
Bukit Merah,Singapore General Hospital,55_to_59,0,2020
Bukit Merah,Singapore General Hospital,5_to_9,0,2020
Bukit Merah,Singapore General Hospital,60_to_64,0,2020
Bukit Merah,Singapore General Hospital,65_to_69,0,2020
Bukit Merah,Singapore General Hospital,70_to_74,0,2020
Bukit Merah,Singapore General Hospital,75_to_79,0,2020
Bukit Merah,Singapore General Hospital,80_to_84,0,2020
Bukit Merah,Singapore General Hospital,85_to_89,0,2020
Bukit Merah,Singapore General Hospital,90_and_over,0,2020
Bukit Merah,Telok Blangah Drive,0_to_4,1190,2020
Bukit Merah,Telok Blangah Drive,10_to_14,750,2020
Bukit Merah,Telok Blangah Drive,15_to_19,720,2020
Bukit Merah,Telok Blangah Drive,20_to_24,730,2020
Bukit Merah,Telok Blangah Drive,25_to_29,1090,2020
Bukit Merah,Telok Blangah Drive,30_to_34,2010,2020
Bukit Merah,Telok Blangah Drive,35_to_39,1670,2020
Bukit Merah,Telok Blangah Drive,40_to_44,1550,2020
Bukit Merah,Telok Blangah Drive,45_to_49,1370,2020
Bukit Merah,Telok Blangah Drive,50_to_54,1190,2020
Bukit Merah,Telok Blangah Drive,55_to_59,1230,2020
Bukit Merah,Telok Blangah Drive,5_to_9,850,2020
Bukit Merah,Telok Blangah Drive,60_to_64,1200,2020
Bukit Merah,Telok Blangah Drive,65_to_69,1150,2020
Bukit Merah,Telok Blangah Drive,70_to_74,1090,2020
Bukit Merah,Telok Blangah Drive,75_to_79,650,2020
Bukit Merah,Telok Blangah Drive,80_to_84,470,2020
Bukit Merah,Telok Blangah Drive,85_to_89,240,2020
Bukit Merah,Telok Blangah Drive,90_and_over,110,2020
Bukit Merah,Telok Blangah Rise,0_to_4,340,2020
Bukit Merah,Telok Blangah Rise,10_to_14,460,2020
Bukit Merah,Telok Blangah Rise,15_to_19,510,2020
Bukit Merah,Telok Blangah Rise,20_to_24,580,2020
Bukit Merah,Telok Blangah Rise,25_to_29,730,2020
Bukit Merah,Telok Blangah Rise,30_to_34,670,2020
Bukit Merah,Telok Blangah Rise,35_to_39,680,2020
Bukit Merah,Telok Blangah Rise,40_to_44,840,2020
Bukit Merah,Telok Blangah Rise,45_to_49,920,2020
Bukit Merah,Telok Blangah Rise,50_to_54,860,2020
Bukit Merah,Telok Blangah Rise,55_to_59,870,2020
Bukit Merah,Telok Blangah Rise,5_to_9,380,2020
Bukit Merah,Telok Blangah Rise,60_to_64,1040,2020
Bukit Merah,Telok Blangah Rise,65_to_69,1130,2020
Bukit Merah,Telok Blangah Rise,70_to_74,980,2020
Bukit Merah,Telok Blangah Rise,75_to_79,590,2020
Bukit Merah,Telok Blangah Rise,80_to_84,350,2020
Bukit Merah,Telok Blangah Rise,85_to_89,190,2020
Bukit Merah,Telok Blangah Rise,90_and_over,90,2020
Bukit Merah,Telok Blangah Way,0_to_4,230,2020
Bukit Merah,Telok Blangah Way,10_to_14,390,2020
Bukit Merah,Telok Blangah Way,15_to_19,340,2020
Bukit Merah,Telok Blangah Way,20_to_24,390,2020
Bukit Merah,Telok Blangah Way,25_to_29,480,2020
Bukit Merah,Telok Blangah Way,30_to_34,470,2020
Bukit Merah,Telok Blangah Way,35_to_39,540,2020
Bukit Merah,Telok Blangah Way,40_to_44,690,2020
Bukit Merah,Telok Blangah Way,45_to_49,780,2020
Bukit Merah,Telok Blangah Way,50_to_54,690,2020
Bukit Merah,Telok Blangah Way,55_to_59,750,2020
Bukit Merah,Telok Blangah Way,5_to_9,370,2020
Bukit Merah,Telok Blangah Way,60_to_64,820,2020
Bukit Merah,Telok Blangah Way,65_to_69,710,2020
Bukit Merah,Telok Blangah Way,70_to_74,620,2020
Bukit Merah,Telok Blangah Way,75_to_79,420,2020
Bukit Merah,Telok Blangah Way,80_to_84,310,2020
Bukit Merah,Telok Blangah Way,85_to_89,190,2020
Bukit Merah,Telok Blangah Way,90_and_over,120,2020
Bukit Merah,Tiong Bahru,0_to_4,690,2020
Bukit Merah,Tiong Bahru,10_to_14,570,2020
Bukit Merah,Tiong Bahru,15_to_19,440,2020
Bukit Merah,Tiong Bahru,20_to_24,440,2020
Bukit Merah,Tiong Bahru,25_to_29,730,2020
Bukit Merah,Tiong Bahru,30_to_34,1080,2020
Bukit Merah,Tiong Bahru,35_to_39,1130,2020
Bukit Merah,Tiong Bahru,40_to_44,1250,2020
Bukit Merah,Tiong Bahru,45_to_49,1010,2020
Bukit Merah,Tiong Bahru,50_to_54,800,2020
Bukit Merah,Tiong Bahru,55_to_59,740,2020
Bukit Merah,Tiong Bahru,5_to_9,660,2020
Bukit Merah,Tiong Bahru,60_to_64,780,2020
Bukit Merah,Tiong Bahru,65_to_69,800,2020
Bukit Merah,Tiong Bahru,70_to_74,700,2020
Bukit Merah,Tiong Bahru,75_to_79,430,2020
Bukit Merah,Tiong Bahru,80_to_84,330,2020
Bukit Merah,Tiong Bahru,85_to_89,180,2020
Bukit Merah,Tiong Bahru,90_and_over,150,2020
Bukit Merah,Tiong Bahru Station,0_to_4,560,2020
Bukit Merah,Tiong Bahru Station,10_to_14,830,2020
Bukit Merah,Tiong Bahru Station,15_to_19,700,2020
Bukit Merah,Tiong Bahru Station,20_to_24,690,2020
Bukit Merah,Tiong Bahru Station,25_to_29,1060,2020
Bukit Merah,Tiong Bahru Station,30_to_34,1010,2020
Bukit Merah,Tiong Bahru Station,35_to_39,1050,2020
Bukit Merah,Tiong Bahru Station,40_to_44,1230,2020
Bukit Merah,Tiong Bahru Station,45_to_49,1260,2020
Bukit Merah,Tiong Bahru Station,50_to_54,1100,2020
Bukit Merah,Tiong Bahru Station,55_to_59,1080,2020
Bukit Merah,Tiong Bahru Station,5_to_9,690,2020
Bukit Merah,Tiong Bahru Station,60_to_64,1070,2020
Bukit Merah,Tiong Bahru Station,65_to_69,750,2020
Bukit Merah,Tiong Bahru Station,70_to_74,800,2020
Bukit Merah,Tiong Bahru Station,75_to_79,490,2020
Bukit Merah,Tiong Bahru Station,80_to_84,430,2020
Bukit Merah,Tiong Bahru Station,85_to_89,240,2020
Bukit Merah,Tiong Bahru Station,90_and_over,130,2020
Bukit Panjang,Bangkit,0_to_4,680,2020
Bukit Panjang,Bangkit,10_to_14,930,2020
Bukit Panjang,Bangkit,15_to_19,1200,2020
Bukit Panjang,Bangkit,20_to_24,1510,2020
Bukit Panjang,Bangkit,25_to_29,1900,2020
Bukit Panjang,Bangkit,30_to_34,1580,2020
Bukit Panjang,Bangkit,35_to_39,1240,2020
Bukit Panjang,Bangkit,40_to_44,1340,2020
Bukit Panjang,Bangkit,45_to_49,1550,2020
Bukit Panjang,Bangkit,50_to_54,1730,2020
Bukit Panjang,Bangkit,55_to_59,2200,2020
Bukit Panjang,Bangkit,5_to_9,750,2020
Bukit Panjang,Bangkit,60_to_64,2030,2020
Bukit Panjang,Bangkit,65_to_69,1460,2020
Bukit Panjang,Bangkit,70_to_74,970,2020
Bukit Panjang,Bangkit,75_to_79,590,2020
Bukit Panjang,Bangkit,80_to_84,410,2020
Bukit Panjang,Bangkit,85_to_89,230,2020
Bukit Panjang,Bangkit,90_and_over,120,2020
Bukit Panjang,Dairy Farm,0_to_4,310,2020
Bukit Panjang,Dairy Farm,10_to_14,450,2020
Bukit Panjang,Dairy Farm,15_to_19,510,2020
Bukit Panjang,Dairy Farm,20_to_24,460,2020
Bukit Panjang,Dairy Farm,25_to_29,480,2020
Bukit Panjang,Dairy Farm,30_to_34,470,2020
Bukit Panjang,Dairy Farm,35_to_39,450,2020
Bukit Panjang,Dairy Farm,40_to_44,560,2020
Bukit Panjang,Dairy Farm,45_to_49,640,2020
Bukit Panjang,Dairy Farm,50_to_54,560,2020
Bukit Panjang,Dairy Farm,55_to_59,550,2020
Bukit Panjang,Dairy Farm,5_to_9,390,2020
